Games,Country,Gold,Silver,Bronze,Total,Percentage,Total athletes,Athletes without medals
2006 Winter,Denmark,0,0,0,0,0.0%,4,4
2006 Winter,Mongolia,0,0,0,0,0.0%,2,2
2006 Winter,Azerbaijan,0,0,0,0,0.0%,2,2
2006 Winter,North Korea,0,0,0,0,0.0%,7,7
2006 Winter,Hong Kong,0,0,0,0,0.0%,3,3
2006 Winter,Venezuela,0,0,0,0,0.0%,1,1
2006 Winter,Cyprus,0,0,0,0,0.0%,2,2
2006 Winter,Costa Rica,0,0,0,0,0.0%,1,1
2006 Winter,Serbia,0,0,0,0,0.0%,11,11
2006 Winter,Taiwan,0,0,0,0,0.0%,1,1
2006 Winter,Luxembourg,0,0,0,0,0.0%,1,1
2006 Winter,Iran,0,0,0,0,0.0%,3,3
2006 Winter,Thailand,0,0,0,0,0.0%,1,1
2006 Winter,Madagascar,0,0,0,0,0.0%,2,2
2006 Winter,Senegal,0,0,0,0,0.0%,3,3
2006 Winter,Nepal,0,0,0,0,0.0%,1,1
2006 Winter,Portugal,0,0,0,0,0.0%,1,1
2006 Winter,Bermuda,0,0,0,0,0.0%,1,1
2006 Winter,Ethiopia,0,0,0,0,0.0%,1,1
2006 Winter,Albania,0,0,0,0,0.0%,3,3
2004 Summer,Norway,5,0,2,7,11.7%,60,53
2004 Summer,Estonia,0,1,2,3,6.7%,45,42
2004 Summer,Belarus,2,5,8,15,7.8%,192,177
2004 Summer,Greece,8,18,5,31,6.2%,499,468
2004 Summer,USA,117,75,71,263,36.2%,726,463
2004 Summer,Russia,48,46,95,189,31.9%,593,404
2004 Summer,France,21,10,22,53,11.5%,461,408
2004 Summer,Nicaragua,0,0,0,0,0.0%,6,6
2004 Summer,Iraq,0,0,0,0,0.0%,24,24
2004 Summer,Qatar,0,0,0,0,0.0%,15,15
2004 Summer,Pakistan,0,0,0,0,0.0%,26,26
2004 Summer,Egypt,1,1,3,5,4.8%,104,99
2004 Summer,Australia,49,77,31,157,26.1%,601,444
2004 Summer,Indonesia,1,1,3,5,12.8%,39,34
2004 Summer,Azerbaijan,1,0,4,5,13.5%,37,32
2004 Summer,Uzbekistan,2,1,2,5,6.3%,79,74
2004 Summer,Tajikistan,0,0,0,0,0.0%,9,9
2004 Summer,Kyrgyzstan,0,0,0,0,0.0%,32,32
2004 Summer,Japan,21,20,52,93,22.5%,414,321
2004 Summer,Spain,4,17,9,30,7.1%,423,393
2004 Summer,Turkey,3,3,5,11,14.9%,74,63
2004 Summer,Mali,0,0,0,0,0.0%,21,21
2004 Summer,Sweden,5,5,2,12,7.6%,157,145
2004 Summer,Brazil,18,19,3,40,12.6%,318,278
2004 Summer,Jordan,0,0,0,0,0.0%,8,8
2004 Summer,Sudan,0,0,0,0,0.0%,4,4
2004 Summer,Palestine,0,0,0,0,0.0%,3,3
2004 Summer,Libya,0,0,0,0,0.0%,8,8
2004 Summer,Somalia,0,0,0,0,0.0%,2,2
2004 Summer,Mexico,0,3,1,4,2.9%,137,133
2004 Summer,India,0,1,0,1,1.2%,81,80
2004 Summer,UK,17,25,15,57,15.8%,360,303
2004 Summer,Germany,41,45,63,149,25.2%,592,443
2004 Summer,New Zealand,4,2,0,6,3.3%,184,178
2004 Summer,Lithuania,1,2,0,3,4.3%,70,67
2004 Summer,Netherlands,4,51,22,77,29.2%,264,187
2004 Summer,Ukraine,8,8,31,47,13.2%,357,310
2004 Summer,Ethiopia,2,3,2,7,25.9%,27,20
2004 Summer,Italy,24,41,39,104,21.9%,474,370
2004 Summer,Algeria,0,0,0,0,0.0%,71,71
2004 Summer,Armenia,0,0,0,0,0.0%,19,19
2004 Summer,Malta,0,0,0,0,0.0%,7,7
2004 Summer,Cuba,32,8,22,62,35.0%,177,115
2004 Summer,Belize,0,0,0,0,0.0%,2,2
2004 Summer,Puerto Rico,0,0,0,0,0.0%,52,52
2004 Summer,Morocco,2,1,0,3,5.3%,57,54
2004 Summer,Finland,0,2,0,2,3.0%,67,65
2004 Summer,China,52,27,15,94,18.1%,518,424
2004 Summer,Argentina,28,0,21,49,27.4%,179,130
2004 Summer,Bermuda,0,0,0,0,0.0%,10,10
2004 Summer,Kazakhstan,1,4,3,8,6.2%,130,122
2004 Summer,Uganda,0,0,0,0,0.0%,11,11
2004 Summer,Hungary,24,12,4,40,15.5%,258,218
2004 Summer,Samoa,0,0,0,0,0.0%,3,3
2004 Summer,Cyprus,0,0,0,0,0.0%,21,21
2004 Summer,Iran,2,2,2,6,16.2%,37,31
2004 Summer,Bangladesh,0,0,0,0,0.0%,4,4
2004 Summer,Nigeria,0,0,8,8,10.1%,79,71
2004 Summer,Syria,0,0,1,1,16.7%,6,5
2004 Summer,Yemen,0,0,0,0,0.0%,3,3
2004 Summer,Saudi Arabia,0,0,0,0,0.0%,16,16
2004 Summer,Lebanon,0,0,0,0,0.0%,5,5
2004 Summer,Kuwait,0,0,0,0,0.0%,11,11
2004 Summer,United Arab Emirates,1,0,0,1,20.0%,5,4
2004 Summer,Bahrain,0,0,0,0,0.0%,10,10
2004 Summer,Oman,0,0,0,0,0.0%,2,2
2004 Summer,Benin,0,0,0,0,0.0%,4,4
2004 Summer,Niger,0,0,0,0,0.0%,4,4
2004 Summer,Bulgaria,2,1,14,17,14.3%,119,102
2004 Summer,Trinidad,0,0,1,1,3.8%,26,25
2004 Summer,Canada,3,10,4,17,4.3%,391,374
2004 Summer,Iceland,0,0,0,0,0.0%,34,34
2004 Summer,Central African Republic,0,0,0,0,0.0%,4,4
2004 Summer,Maldives,0,0,0,0,0.0%,4,4
2004 Summer,Switzerland,1,2,4,7,5.1%,138,131
2004 Summer,Austria,3,4,1,8,8.7%,92,84
2004 Summer,Jamaica,6,1,6,13,21.0%,62,49
2004 Summer,Barbados,0,0,0,0,0.0%,15,15
2004 Summer,Ivory Coast,0,0,0,0,0.0%,5,5
2004 Summer,Angola,0,0,0,0,0.0%,30,30
2004 Summer,Portugal,0,2,1,3,3.2%,93,90
2004 Summer,Venezuela,0,0,2,2,3.8%,53,51
2004 Summer,Timor-Leste,0,0,0,0,0.0%,2,2
2004 Summer,Namibia,0,0,0,0,0.0%,10,10
2004 Summer,Bahamas,1,0,1,2,7.1%,28,26
2004 Summer,San Marino,0,0,0,0,0.0%,5,5
2004 Summer,South Korea,14,28,10,52,15.1%,344,292
2004 Summer,Brunei,0,0,0,0,0.0%,1,1
2004 Summer,Croatia,15,3,3,21,21.0%,100,79
2004 Summer,Denmark,19,1,9,29,25.2%,115,86
2004 Summer,Colombia,0,0,2,2,2.8%,71,69
2004 Summer,Madagascar,0,0,0,0,0.0%,8,8
2004 Summer,Czech Republic,1,6,6,13,7.6%,171,158
2004 Summer,Mongolia,0,0,1,1,4.8%,21,20
2004 Summer,Ghana,0,0,0,0,0.0%,29,29
2004 Summer,Romania,23,5,11,39,20.2%,193,154
2004 Summer,Laos,0,0,0,0,0.0%,5,5
2004 Summer,Ireland,0,0,0,0,0.0%,55,55
2004 Summer,Guatemala,0,0,0,0,0.0%,19,19
2004 Summer,Dominican Republic,1,0,0,1,3.0%,33,32
2004 Summer,Chile,3,0,1,4,13.8%,29,25
2004 Summer,Costa Rica,0,0,0,0,0.0%,21,21
2004 Summer,Israel,1,0,1,2,4.3%,46,44
2004 Summer,Georgia,2,2,0,4,10.3%,39,35
2004 Summer,Zimbabwe,1,1,1,3,21.4%,14,11
2004 Summer,Grenada,0,0,0,0,0.0%,5,5
2004 Summer,Cameroon,1,0,0,1,5.3%,19,18
2004 Summer,Seychelles,0,0,0,0,0.0%,10,10
2004 Summer,Serbia,0,13,0,13,13.5%,96,83
2004 Summer,Tunisia,0,0,0,0,0.0%,64,64
2004 Summer,Afghanistan,0,0,0,0,0.0%,5,5
2004 Summer,Slovakia,3,2,5,10,11.9%,84,74
2004 Summer,Slovenia,0,2,3,5,4.9%,102,97
2004 Summer,Democratic Republic of the Congo,0,0,0,0,0.0%,6,6
2004 Summer,Senegal,0,0,0,0,0.0%,21,21
2004 Summer,Malaysia,0,0,0,0,0.0%,38,38
2004 Summer,Nepal,0,0,0,0,0.0%,6,6
2004 Summer,Antigua,0,0,0,0,0.0%,5,5
2004 Summer,Republic of Congo,0,0,0,0,0.0%,5,5
2004 Summer,Poland,4,2,6,12,5.4%,224,212
2004 Summer,Sierra Leone,0,0,0,0,0.0%,2,2
2004 Summer,Honduras,0,0,0,0,0.0%,5,5
2004 Summer,Kenya,1,4,2,7,15.2%,46,39
2004 Summer,Paraguay,0,17,0,17,77.3%,22,5
2004 Summer,South Africa,4,3,3,10,7.8%,128,118
2004 Summer,Botswana,0,0,0,0,0.0%,12,12
2004 Summer,Turkmenistan,0,0,0,0,0.0%,10,10
2004 Summer,Tanzania,0,0,0,0,0.0%,9,9
2004 Summer,Belgium,1,0,2,3,4.3%,70,67
2004 Summer,Andorra,0,0,0,0,0.0%,6,6
2004 Summer,Haiti,0,0,0,0,0.0%,8,8
2004 Summer,Gabon,0,0,0,0,0.0%,5,5
2004 Summer,Aruba,0,0,0,0,0.0%,4,4
2004 Summer,Moldova,0,0,0,0,0.0%,33,33
2004 Summer,Peru,0,0,0,0,0.0%,14,14
2004 Summer,Papua New Guinea,0,0,0,0,0.0%,6,6
2004 Summer,Micronesia,0,0,0,0,0.0%,5,5
2004 Summer,Thailand,3,1,4,8,15.7%,51,43
2004 Summer,Togo,0,0,0,0,0.0%,3,3
2004 Summer,Singapore,0,0,0,0,0.0%,22,22
2004 Summer,Philippines,0,0,0,0,0.0%,21,21
2004 Summer,Mauritius,0,0,0,0,0.0%,9,9
2004 Summer,Fiji,0,0,0,0,0.0%,9,9
2004 Summer,Guyana,0,0,0,0,0.0%,4,4
2004 Summer,Ecuador,0,0,0,0,0.0%,18,18
2004 Summer,Guinea-Bissau,0,0,0,0,0.0%,3,3
2004 Summer,Equatorial Guinea,0,0,0,0,0.0%,2,2
2004 Summer,Latvia,0,4,0,4,8.9%,45,41
2004 Summer,Hong Kong,0,2,0,2,4.8%,42,40
2004 Summer,Taiwan,2,4,3,9,8.7%,104,95
2004 Summer,Zambia,0,0,0,0,0.0%,6,6
2004 Summer,Malawi,0,0,0,0,0.0%,4,4
2004 Summer,Bhutan,0,0,0,0,0.0%,2,2
2004 Summer,North Korea,0,4,1,5,7.0%,71,66
2004 Summer,Guam,0,0,0,0,0.0%,4,4
2004 Summer,Albania,0,0,0,0,0.0%,7,7
2004 Summer,Uruguay,0,0,0,0,0.0%,18,18
2004 Summer,Saint Kitts,0,0,0,0,0.0%,2,2
2004 Summer,Sri Lanka,0,0,0,0,0.0%,8,8
2004 Summer,Panama,0,0,0,0,0.0%,5,5
2004 Summer,Mozambique,0,0,0,0,0.0%,4,4
2004 Summer,"Virgin Islands, British",0,0,0,0,0.0%,1,1
2004 Summer,Sao Tome and Principe,0,0,0,0,0.0%,2,2
2004 Summer,Suriname,0,0,0,0,0.0%,4,4
2004 Summer,Boliva,0,0,0,0,0.0%,11,11
2004 Summer,Luxembourg,0,0,0,0,0.0%,14,14
2004 Summer,Saint Vincent,0,0,0,0,0.0%,3,3
2004 Summer,Nauru,0,0,0,0,0.0%,3,3
2004 Summer,Monaco,0,0,0,0,0.0%,3,3
2004 Summer,Guinea,0,0,0,0,0.0%,4,4
2004 Summer,El Salvador,0,0,0,0,0.0%,9,9
2004 Summer,Rwanda,0,0,0,0,0.0%,5,5
2004 Summer,Comoros,0,0,0,0,0.0%,3,3
2004 Summer,Swaziland,0,0,0,0,0.0%,3,3
2004 Summer,Vietnam,0,0,0,0,0.0%,11,11
2004 Summer,"Virgin Islands, US",0,0,0,0,0.0%,9,9
2004 Summer,Bosnia and Herzegovina,0,0,0,0,0.0%,11,11
2004 Summer,Palau,0,0,0,0,0.0%,4,4
2004 Summer,Cayman Islands,0,0,0,0,0.0%,8,8
2004 Summer,Cape Verde,0,0,0,0,0.0%,3,3
2004 Summer,Burundi,0,0,0,0,0.0%,7,7
2004 Summer,Liechtenstein,0,0,0,0,0.0%,1,1
2004 Summer,Saint Lucia,0,0,0,0,0.0%,2,2
2004 Summer,Curacao,0,0,0,0,0.0%,3,3
2004 Summer,Eritrea,0,0,1,1,20.0%,5,4
2004 Summer,Cook Islands,0,0,0,0,0.0%,3,3
2004 Summer,Tonga,0,0,0,0,0.0%,5,5
2004 Summer,Cambodia,0,0,0,0,0.0%,4,4
2004 Summer,Macedonia,0,0,0,0,0.0%,14,14
2004 Summer,Dominica,0,0,0,0,0.0%,2,2
2004 Summer,Mauritania,0,0,0,0,0.0%,2,2
2004 Summer,Vanuatu,0,0,0,0,0.0%,2,2
2004 Summer,Solomon Islands,0,0,0,0,0.0%,2,2
2004 Summer,American Samoa,0,0,0,0,0.0%,3,3
2004 Summer,Lesotho,0,0,0,0,0.0%,3,3
2004 Summer,Kiribati,0,0,0,0,0.0%,3,3
2004 Summer,Chad,0,0,0,0,0.0%,1,1
2004 Summer,Myanmar,0,0,0,0,0.0%,2,2
2004 Summer,Gambia,0,0,0,0,0.0%,3,3
2004 Summer,Burkina Faso,0,0,0,0,0.0%,5,5
2004 Summer,Liberia,0,0,0,0,0.0%,2,2
2002 Winter,Finland,7,5,1,13,7.9%,165,152
2002 Winter,Norway,23,11,7,41,24.7%,166,125
2002 Winter,Estonia,1,1,1,3,5.9%,51,48
2002 Winter,"Virgin Islands, US",0,0,0,0,0.0%,8,8
2002 Winter,Ukraine,0,0,0,0,0.0%,111,111
2002 Winter,Poland,0,1,1,2,3.7%,54,52
2002 Winter,Germany,26,23,12,61,23.6%,259,198
2002 Winter,Russia,6,5,27,38,15.8%,240,202
2002 Winter,Switzerland,3,7,14,24,14.4%,167,143
2002 Winter,UK,5,0,1,6,8.6%,70,64
2002 Winter,Kazakhstan,0,0,0,0,0.0%,101,101
2002 Winter,Trinidad,0,0,0,0,0.0%,3,3
2002 Winter,Sweden,0,2,24,26,16.4%,159,133
2002 Winter,France,5,5,5,15,8.5%,176,161
2002 Winter,Georgia,0,0,0,0,0.0%,6,6
2002 Winter,Turkey,0,0,0,0,0.0%,5,5
2002 Winter,USA,11,58,15,84,26.8%,313,229
2002 Winter,Canada,52,7,15,74,34.4%,215,141
2002 Winter,Austria,3,4,13,20,13.5%,148,128
2002 Winter,Armenia,0,0,0,0,0.0%,17,17
2002 Winter,South Korea,5,2,0,7,8.0%,87,80
2002 Winter,China,2,5,9,16,14.8%,108,92
2002 Winter,Belarus,0,0,1,1,0.8%,123,122
2002 Winter,Romania,0,0,0,0,0.0%,41,41
2002 Winter,Italy,4,11,6,21,10.6%,198,177
2002 Winter,Andorra,0,0,0,0,0.0%,5,5
2002 Winter,Brazil,0,0,0,0,0.0%,10,10
2002 Winter,Argentina,0,0,0,0,0.0%,26,26
2002 Winter,Latvia,0,0,0,0,0.0%,68,68
2002 Winter,Japan,0,1,1,2,1.0%,203,201
2002 Winter,Slovakia,0,0,0,0,0.0%,79,79
2002 Winter,Czech Republic,1,2,0,3,1.8%,163,160
2002 Winter,Greece,0,0,0,0,0.0%,17,17
2002 Winter,Hungary,0,0,0,0,0.0%,46,46
2002 Winter,Lithuania,0,0,0,0,0.0%,21,21
2002 Winter,Chile,0,0,0,0,0.0%,11,11
2002 Winter,Bulgaria,0,1,2,3,5.6%,54,51
2002 Winter,Mongolia,0,0,0,0,0.0%,4,4
2002 Winter,Australia,2,0,0,2,4.9%,41,39
2002 Winter,Bosnia and Herzegovina,0,0,0,0,0.0%,4,4
2002 Winter,Netherlands,3,5,0,8,16.3%,49,41
2002 Winter,Israel,0,0,0,0,0.0%,7,7
2002 Winter,Denmark,0,0,0,0,0.0%,11,11
2002 Winter,Iceland,0,0,0,0,0.0%,12,12
2002 Winter,Venezuela,0,0,0,0,0.0%,4,4
2002 Winter,Kenya,0,0,0,0,0.0%,2,2
2002 Winter,Slovenia,0,0,4,4,4.2%,96,92
2002 Winter,Jamaica,0,0,0,0,0.0%,2,2
2002 Winter,Liechtenstein,0,0,0,0,0.0%,18,18
2002 Winter,Moldova,0,0,0,0,0.0%,9,9
2002 Winter,Monaco,0,0,0,0,0.0%,7,7
2002 Winter,Mexico,0,0,0,0,0.0%,3,3
2002 Winter,Taiwan,0,0,0,0,0.0%,6,6
2002 Winter,Kyrgyzstan,0,0,0,0,0.0%,4,4
2002 Winter,New Zealand,0,0,0,0,0.0%,16,16
2002 Winter,Belgium,0,0,0,0,0.0%,13,13
2002 Winter,Macedonia,0,0,0,0,0.0%,4,4
2002 Winter,Ireland,0,0,0,0,0.0%,9,9
2002 Winter,Serbia,0,0,0,0,0.0%,8,8
2002 Winter,Croatia,3,1,0,4,13.8%,29,25
2002 Winter,Tajikistan,0,0,0,0,0.0%,2,2
2002 Winter,Spain,0,0,0,0,0.0%,16,16
2002 Winter,Azerbaijan,0,0,0,0,0.0%,4,4
2002 Winter,Lebanon,0,0,0,0,0.0%,3,3
2002 Winter,San Marino,0,0,0,0,0.0%,1,1
2002 Winter,South Africa,0,0,0,0,0.0%,4,4
2002 Winter,Iran,0,0,0,0,0.0%,2,2
2002 Winter,India,0,0,0,0,0.0%,1,1
2002 Winter,Nepal,0,0,0,0,0.0%,2,2
2002 Winter,Cyprus,0,0,0,0,0.0%,2,2
2002 Winter,Costa Rica,0,0,0,0,0.0%,2,2
2002 Winter,Uzbekistan,0,0,0,0,0.0%,6,6
2002 Winter,Cameroon,0,0,0,0,0.0%,2,2
2002 Winter,Thailand,0,0,0,0,0.0%,2,2
2002 Winter,Hong Kong,0,0,0,0,0.0%,5,5
2002 Winter,Bermuda,0,0,0,0,0.0%,1,1
2002 Winter,Fiji,0,0,0,0,0.0%,2,2
2000 Summer,Finland,3,1,1,5,5.7%,88,83
2000 Summer,Norway,20,4,19,43,37.4%,115,72
2000 Summer,Netherlands,27,29,23,79,27.7%,285,206
2000 Summer,Egypt,0,0,0,0,0.0%,103,103
2000 Summer,Argentina,0,17,3,20,12.1%,165,145
2000 Summer,Cuba,18,35,12,65,24.0%,271,206
2000 Summer,Cameroon,18,0,0,18,46.2%,39,21
2000 Summer,Mexico,1,2,3,6,6.1%,98,92
2000 Summer,Italy,22,14,29,65,14.2%,457,392
2000 Summer,Pakistan,0,0,0,0,0.0%,27,27
2000 Summer,Azerbaijan,2,0,1,3,9.4%,32,29
2000 Summer,Canada,4,4,23,31,7.3%,422,391
2000 Summer,USA,130,61,51,242,31.7%,764,522
2000 Summer,Australia,60,69,54,183,23.2%,788,605
2000 Summer,Kuwait,0,0,1,1,3.3%,30,29
2000 Summer,Malaysia,0,0,0,0,0.0%,55,55
2000 Summer,Brunei,0,0,0,0,0.0%,2,2
2000 Summer,Sudan,0,0,0,0,0.0%,3,3
2000 Summer,Bahrain,0,0,0,0,0.0%,4,4
2000 Summer,Uzbekistan,1,1,2,4,4.7%,85,81
2000 Summer,Japan,5,31,8,44,12.1%,363,319
2000 Summer,Spain,3,19,20,42,9.7%,431,389
2000 Summer,Ethiopia,4,1,3,8,29.6%,27,19
2000 Summer,Sri Lanka,0,1,0,1,4.2%,24,23
2000 Summer,Syria,0,0,0,0,0.0%,8,8
2000 Summer,Morocco,0,1,4,5,9.1%,55,50
2000 Summer,Sweden,4,20,8,32,16.2%,198,166
2000 Summer,Russia,66,67,54,187,31.1%,602,415
2000 Summer,Jordan,0,0,0,0,0.0%,8,8
2000 Summer,China,39,23,17,79,19.1%,414,335
2000 Summer,Germany,31,23,64,118,20.8%,567,449
2000 Summer,UK,22,20,12,54,13.0%,415,361
2000 Summer,Uganda,0,0,0,0,0.0%,13,13
2000 Summer,Slovenia,3,0,0,3,3.3%,90,87
2000 Summer,Turkey,3,0,2,5,7.5%,67,62
2000 Summer,South Africa,0,2,3,5,3.1%,161,156
2000 Summer,Ghana,0,0,0,0,0.0%,28,28
2000 Summer,Algeria,1,1,3,5,9.8%,51,46
2000 Summer,Suriname,0,0,0,0,0.0%,5,5
2000 Summer,Somalia,0,0,0,0,0.0%,2,2
2000 Summer,Libya,0,0,0,0,0.0%,3,3
2000 Summer,France,22,30,14,66,14.0%,470,404
2000 Summer,Palau,0,0,0,0,0.0%,5,5
2000 Summer,Lithuania,2,0,15,17,22.1%,77,60
2000 Summer,Brazil,0,12,36,48,20.3%,236,188
2000 Summer,Ukraine,3,20,12,35,9.5%,368,333
2000 Summer,Iran,3,0,1,4,11.8%,34,30
2000 Summer,Nigeria,6,2,0,8,8.0%,100,92
2000 Summer,Greece,4,6,8,18,10.3%,175,157
2000 Summer,Croatia,1,0,9,10,9.3%,108,98
2000 Summer,Dominica,0,0,0,0,0.0%,4,4
2000 Summer,Denmark,18,3,4,25,20.2%,124,99
2000 Summer,Angola,0,0,0,0,0.0%,30,30
2000 Summer,Iraq,0,0,0,0,0.0%,4,4
2000 Summer,Maldives,0,0,0,0,0.0%,4,4
2000 Summer,New Zealand,1,0,3,4,2.3%,177,173
2000 Summer,Peru,0,0,0,0,0.0%,22,22
2000 Summer,Serbia,11,1,13,25,20.0%,125,100
2000 Summer,Hungary,25,24,4,53,22.3%,238,185
2000 Summer,Ivory Coast,0,0,0,0,0.0%,18,18
2000 Summer,Cyprus,0,0,0,0,0.0%,24,24
2000 Summer,Kazakhstan,3,4,0,7,4.4%,158,151
2000 Summer,Kyrgyzstan,0,0,1,1,1.4%,71,70
2000 Summer,Bangladesh,0,0,0,0,0.0%,6,6
2000 Summer,Saudi Arabia,0,1,1,2,8.7%,23,21
2000 Summer,Qatar,0,0,1,1,5.3%,19,18
2000 Summer,Lebanon,0,0,0,0,0.0%,6,6
2000 Summer,Oman,0,0,0,0,0.0%,8,8
2000 Summer,Palestine,0,0,0,0,0.0%,2,2
2000 Summer,Yemen,0,0,0,0,0.0%,2,2
2000 Summer,United Arab Emirates,0,0,0,0,0.0%,5,5
2000 Summer,Romania,27,6,13,46,18.3%,252,206
2000 Summer,Belarus,3,8,11,22,9.5%,231,209
2000 Summer,Trinidad,0,1,1,2,6.9%,29,27
2000 Summer,Iceland,0,0,1,1,3.4%,29,28
2000 Summer,Niger,0,0,0,0,0.0%,4,4
2000 Summer,Djibouti,0,0,0,0,0.0%,2,2
2000 Summer,Slovakia,2,3,1,6,4.5%,132,126
2000 Summer,Guyana,0,0,0,0,0.0%,4,4
2000 Summer,Jamaica,0,20,3,23,35.4%,65,42
2000 Summer,Barbados,0,0,1,1,3.6%,28,27
2000 Summer,Venezuela,0,0,0,0,0.0%,65,65
2000 Summer,Chile,0,0,17,17,29.3%,58,41
2000 Summer,Individual Olympic Athletes,0,0,0,0,0.0%,4,4
2000 Summer,Austria,3,1,0,4,3.5%,114,110
2000 Summer,Indonesia,2,4,2,8,14.8%,54,46
2000 Summer,Bahamas,6,0,5,11,28.2%,39,28
2000 Summer,San Marino,0,0,0,0,0.0%,4,4
2000 Summer,Mozambique,1,0,0,1,25.0%,4,3
2000 Summer,Portugal,0,0,2,2,3.1%,64,62
2000 Summer,Czech Republic,2,3,4,9,5.6%,162,153
2000 Summer,India,0,0,1,1,1.4%,70,69
2000 Summer,Bulgaria,5,6,2,13,8.7%,150,137
2000 Summer,Switzerland,1,11,2,14,10.1%,138,124
2000 Summer,Belgium,0,3,4,7,7.4%,94,87
2000 Summer,Malta,0,0,0,0,0.0%,7,7
2000 Summer,Luxembourg,0,0,0,0,0.0%,9,9
2000 Summer,Guinea-Bissau,0,0,0,0,0.0%,3,3
2000 Summer,Tunisia,0,0,0,0,0.0%,47,47
2000 Summer,Georgia,0,0,6,6,12.8%,47,41
2000 Summer,Eritrea,0,0,0,0,0.0%,3,3
2000 Summer,Turkmenistan,0,0,0,0,0.0%,8,8
2000 Summer,Madagascar,0,0,0,0,0.0%,13,13
2000 Summer,Mauritius,0,0,0,0,0.0%,26,26
2000 Summer,Estonia,1,0,2,3,7.3%,41,38
2000 Summer,Israel,0,0,1,1,1.7%,58,57
2000 Summer,Armenia,0,0,1,1,3.8%,26,25
2000 Summer,Kenya,2,3,2,7,11.9%,59,52
2000 Summer,Mongolia,0,0,0,0,0.0%,23,23
2000 Summer,South Korea,12,26,35,73,20.3%,359,286
2000 Summer,Guinea,0,0,0,0,0.0%,6,6
2000 Summer,Republic of Congo,0,0,0,0,0.0%,5,5
2000 Summer,Poland,7,10,7,24,10.0%,240,216
2000 Summer,Saint Vincent,0,0,0,0,0.0%,4,4
2000 Summer,Togo,0,0,0,0,0.0%,3,3
2000 Summer,Ecuador,0,0,0,0,0.0%,11,11
2000 Summer,Seychelles,0,0,0,0,0.0%,9,9
2000 Summer,Uruguay,0,1,0,1,5.9%,17,16
2000 Summer,Equatorial Guinea,0,0,0,0,0.0%,4,4
2000 Summer,Antigua,0,0,0,0,0.0%,4,4
2000 Summer,Botswana,0,0,0,0,0.0%,9,9
2000 Summer,Saint Kitts,0,0,0,0,0.0%,4,4
2000 Summer,Panama,0,0,0,0,0.0%,7,7
2000 Summer,Comoros,0,0,0,0,0.0%,2,2
2000 Summer,Tanzania,0,0,0,0,0.0%,4,4
2000 Summer,Colombia,1,0,0,1,1.9%,54,53
2000 Summer,"Virgin Islands, US",0,0,0,0,0.0%,12,12
